RowNumber,CustomerId,CreditScore,Geography,Gender,Age,Tenure,Balance,Marital Status,Income,Education Level,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited 
3251,28587419,611,Perth,Male,58,8,0,Single,47600.11,Bachelors,2,0,1,107665.68,1
3252,28750335,850,Brisbane,Male,43,0,108508.82,Divorced,53718.52,Masters,3,1,0,184044.8,1
3253,28699619,641,Perth,Male,31,10,155978.17,Single,23793.88,Diploma,1,1,0,91510.71,0
3254,28606472,585,Perth,Female,38,5,0,Married,88152.62,Diploma,1,1,1,87363.56,0
3255,28778368,552,Brisbane,Male,50,4,121175.56,Single,46364.47,Bachelors,1,1,0,117505.07,1
3256,28671387,507,Perth,Female,29,4,89349.47,Married,21223.06,Diploma,2,0,0,180626.68,0
3257,28573926,735,Melborne,Male,38,7,86131.71,Married,40108.98,Bachelors,2,0,0,93478.96,0
3258,28709183,707,Perth,Female,58,3,102346.86,Divorced,59186.26,Diploma,1,1,1,114672.64,0
3259,28577514,698,Brisbane,Female,36,7,121263.62,Married,88546.41,Diploma,1,1,1,13387.88,0
3260,28778830,841,Perth,Male,31,2,0,Divorced,70914.19,Diploma,2,1,0,173240.52,0
3261,28768072,688,Melborne,Female,33,2,0,Married,14813.15,Masters,1,0,0,27557.18,1
3262,28768293,614,Perth,Male,51,3,0,Divorced,17863.87,Bachelors,2,1,1,5552.37,0
3263,28654456,511,Brisbane,Male,48,6,149726.08,Divorced,23332.94,Bachelors,1,0,0,88307.87,1
3264,28807525,447,Perth,Male,43,2,0,Single,36030.89,Masters,2,1,0,33879.26,1
3265,28574372,738,Perth,Male,35,5,161274.05,Married,6228.69,Masters,2,1,0,181429.87,0
3266,28671249,422,Perth,Female,33,2,0,Married,90663.4,Bachelors,2,1,0,102655.31,0
3267,28779744,537,Melborne,Male,30,1,103138.17,Single,81809.97,Masters,1,1,1,96555.42,0
3268,28624755,707,Brisbane,Female,40,3,109628.44,Divorced,21636.57,Bachelors,1,1,0,189366.03,0
3269,28611430,690,Perth,Male,54,5,0,Divorced,56116.42,Masters,1,1,0,12847.61,1
3270,28774744,664,Brisbane,Male,33,7,97286.16,Married,9027.72,Bachelors,2,1,0,143433.33,0
3271,28629885,850,Perth,Female,33,7,118004.26,Single,77765.63,Bachelors,1,1,0,183983.82,0
3272,28708791,584,Melborne,Male,32,9,85534.83,Single,49657.88,Masters,1,0,0,169137.24,0
3273,28793890,728,Perth,Female,59,4,0,Divorced,41541.15,Bachelors,1,1,1,163365.85,1
3274,28646091,560,Melborne,Female,43,4,95140.44,Single,20054.35,Bachelors,2,1,0,123181.44,1
3275,28596984,629,Perth,Female,31,6,0,Divorced,68567.96,Diploma,1,1,1,16447.6,1
3276,28800228,658,Perth,Male,25,3,0,Married,57304.9,Diploma,2,0,1,173948.4,0
3277,28577806,794,Brisbane,Female,54,1,75900.84,Married,90975.71,Bachelors,1,1,1,192154.66,0
3278,28749381,790,Perth,Female,41,2,126619.27,Single,99542.94,Masters,1,1,0,198224.38,0
3279,28683758,640,Perth,Male,44,7,111833.47,Married,34979.93,Bachelors,1,1,0,67202.74,0
3280,28670628,652,Melborne,Male,37,7,0,Single,67128.91,Bachelors,2,1,0,68789.93,0
3281,28728622,583,Perth,Female,57,3,238387.56,Divorced,71894.36,Bachelors,1,0,1,147964.99,1
3282,28707634,775,Perth,Female,32,2,108698.96,Married,76980.98,Masters,2,1,1,161069.73,0
3283,28806901,584,Perth,Female,39,2,112687.69,Single,28207.43,Diploma,1,1,1,127749.61,0
3284,28775335,635,Brisbane,Female,48,4,81556.89,Married,48356.93,Bachelors,2,1,0,191914.37,0
3285,28724280,814,Perth,Male,48,9,136596.85,Divorced,30061.55,Diploma,1,1,1,185791.9,0
3286,28627220,735,Brisbane,Female,43,9,98807.45,Divorced,98147.88,Diploma,1,0,0,184570.04,1
3287,28672330,678,Perth,Female,31,1,0,Single,47272.85,Bachelors,2,0,1,130446.65,0
3288,28668521,693,Perth,Male,37,1,0,Single,82616.53,Diploma,2,1,1,82867.55,0
3289,28807837,640,Perth,Female,30,6,107499.7,Married,74461.96,Bachelors,1,1,1,187632.22,0
3290,28592570,773,Melborne,Female,23,8,0,Single,29333.7,Masters,2,1,0,56759.79,0
3291,28748589,736,Perth,Female,30,9,0,Married,48540.94,Bachelors,2,1,0,34180.33,0
3292,28635893,693,Perth,Female,28,8,0,Married,39827.77,Diploma,2,1,1,158545.25,0
3293,28757632,496,Perth,Female,41,1,176024.05,Single,61901.92,Masters,2,1,0,182337.98,0
3294,28691863,751,Perth,Female,39,3,0,Divorced,13693.75,Bachelors,2,1,1,84175.34,0
3295,28706071,528,Brisbane,Male,39,0,127631.62,Divorced,49204.75,Bachelors,1,0,1,22197.8,1
3296,28654296,754,Melborne,Female,19,9,0,Married,32680.21,Bachelors,1,1,0,189641.11,0
3297,28755018,568,Brisbane,Female,26,10,109819.16,Divorced,87234.23,Masters,2,1,0,154491.39,0
3298,28594041,592,Melborne,Female,41,2,138734.94,Divorced,53392.85,Diploma,1,1,0,90020.74,0
3299,28670587,558,Brisbane,Male,25,10,111363.1,Single,65749.36,Bachelors,2,1,0,197264.35,0
3300,28724527,825,Perth,Male,34,9,0,Divorced,65200.14,Bachelors,2,1,1,31933.06,0
3301,28801904,677,Brisbane,Male,28,0,143988,Married,93427.09,Bachelors,2,1,0,8755.69,1
3302,28658195,653,Perth,Male,34,5,118838.75,Single,35010.42,Diploma,1,1,1,52820.13,0
3303,28630113,593,Melborne,Male,35,4,161637.75,Married,65463.36,Bachelors,1,1,1,20008.46,0
3304,28784320,632,Perth,Female,44,3,133793.89,Single,81201.22,Diploma,1,1,1,34607.14,1
3305,28676513,601,Brisbane,Male,35,8,71553.83,Married,80516.62,Bachelors,1,1,0,177384.45,0
3306,28574072,786,Perth,Female,62,8,0,Married,7520.76,Diploma,1,1,1,165702.64,0
3307,28633854,654,Perth,Female,40,3,0,Single,66928.47,Bachelors,2,1,0,167889.1,0
3308,28618566,572,Perth,Female,38,7,0,Married,37580.96,Bachelors,2,1,1,133122.62,0
3309,28733014,813,Perth,Female,62,10,64667.95,Married,35695.51,Masters,2,0,1,140454.14,0
3310,28753343,,Perth,Female,28,2,121164.11,Divorced,30274.29,Masters,1,1,,59938.81,0
3311,28746076,506,Melborne,Male,50,3,0,Divorced,10451.21,Diploma,2,1,0,12016.79,0
3312,28608226,513,Melborne,Male,72,3,98903.06,Divorced,41923.11,Bachelors,1,1,1,81251.24,0
3313,28605684,664,Perth,Female,31,7,104158.84,Divorced,31141.21,Diploma,1,1,0,134169.85,0
3314,28638988,684,Perth,Male,54,6,0,Divorced,83129.37,Bachelors,2,1,1,94888.6,0
3315,28628767,608,Melborne,Female,63,3,139529.93,Divorced,92674.97,Masters,2,1,1,175696.16,1
3316,28737977,527,Perth,Female,25,6,0,Single,15612.87,Bachelors,2,0,1,96758.58,0
3317,28758116,666,Perth,Male,53,5,64646.7,Divorced,77409.16,Masters,1,1,0,128019.48,1
3318,28575119,779,Perth,Male,71,3,0,Single,40003.46,Bachelors,2,1,1,146895.36,1
3319,28625126,629,Perth,Female,40,6,0,Single,68872.45,Diploma,2,1,1,139356.3,0
3320,28567114,430,Perth,Male,35,1,118894.22,Single,70725.77,Diploma,1,0,0,2923.61,0
3321,28672242,712,Perth,Male,24,2,0,Divorced,28687.25,Diploma,1,0,1,121232.51,0
3322,28681327,682,Perth,Male,30,9,0,Divorced,55350.05,Diploma,2,1,1,2053.42,0
3323,28802585,634,Perth,Female,41,8,68213.99,Married,57057.33,Bachelors,1,1,1,6382.46,0
3324,28740630,487,Melborne,Female,31,1,0,Single,64196.44,Diploma,2,1,0,158750.13,0
3325,28828420,808,Melborne,Male,47,8,139196,Divorced,38518.52,Masters,1,0,1,74028.36,0
3326,28711468,527,Perth,Female,32,7,0,Single,19428.97,Bachelors,2,1,1,44099.75,0
3327,28799626,637,Brisbane,Male,50,4,126345.55,Single,53139.43,Bachelors,1,0,1,17323,1
3328,28659325,802,Melborne,Male,40,5,0,Married,94632.8,Diploma,2,1,1,175043.69,0
3329,28651352,529,Perth,Female,38,2,0,Divorced,99461.18,Bachelors,1,1,0,146388.85,1
3330,28684925,850,Perth,Female,43,3,0,Married,92835.31,Diploma,2,0,0,2465.8,0
3331,28657439,738,Perth,Male,18,4,0,Divorced,80847.11,Diploma,2,1,1,47799.15,0
3332,28574122,817,Perth,Male,34,5,129278.43,Single,20787.99,Bachelors,1,0,0,165562.84,0
3333,28720508,735,Perth,Male,31,3,119558.35,Divorced,54180.24,Bachelors,1,0,0,72927.68,0
3334,28599078,619,Brisbane,Female,41,5,92467.58,Single,37440.5,Bachelors,1,1,0,38270.47,0
3335,28702300,671,Perth,Male,27,5,0,Divorced,68235.57,Diploma,2,0,0,120893.07,0
3336,28660735,581,Melborne,Female,31,6,0,Divorced,14125.41,Diploma,2,1,0,188377.21,0
3337,28671390,690,Melborne,Male,36,10,0,Single,48182.71,Bachelors,2,1,0,55902.93,0
3338,28647385,579,Melborne,Male,56,4,99340.83,Divorced,37824.28,Bachelors,1,0,0,4523.74,1
3339,28739223,688,Melborne,Female,24,3,0,Divorced,30427.43,Diploma,2,1,1,102195.16,0
3340,28631305,599,Melborne,Female,28,4,126833.79,Single,18039.48,Bachelors,2,1,0,60843.09,1
3341,28809263,729,Brisbane,Male,29,5,109676.52,Single,45841.74,Bachelors,1,1,1,25548.47,0
3342,28640866,718,Perth,Female,29,3,0,Single,31123.19,Bachelors,1,0,1,134462.29,0
3343,28775663,712,Brisbane,Male,53,6,134729.99,Divorced,39401.06,Bachelors,2,1,1,132702.64,0
3344,28631800,474,Perth,Male,37,3,98431.37,Divorced,57967.15,Bachelors,1,0,0,75698.44,0
3345,28654292,565,Brisbane,Male,33,8,130368.31,Single,65594.84,Masters,2,1,0,105642.43,0
3346,28648320,658,Perth,Female,31,7,123974.96,Married,94860.22,Bachelors,1,1,0,102153.75,0
3347,28726747,714,Perth,Male,63,4,138082.16,Married,59477.21,Bachelors,1,0,1,166677.54,0
3348,28694510,725,Perth,Male,45,1,129855.32,Married,49227.39,Masters,1,0,0,24218.65,0
3349,28572291,825,Perth,Male,40,6,132308.22,Married,96424.2,Masters,1,0,0,117122.5,0
3350,28603465,665,Brisbane,Female,45,5,155447.65,Single,53011.91,Bachelors,2,1,0,51871.95,1
3351,28685628,670,Melborne,Male,35,2,124268.64,Married,51991.04,Diploma,2,0,1,84321.03,0
3352,28792729,474,Brisbane,Female,34,9,176311.36,Married,30524.31,Bachelors,1,1,0,160213.27,0
3353,28767414,591,Perth,Male,40,2,99886.42,Single,79269.45,Bachelors,2,1,1,88695.19,0
3354,28568044,508,Perth,Female,31,7,0,Single,71266.54,Diploma,2,1,1,6123.15,0
3355,28751333,695,Perth,Female,36,2,0,Single,55909.06,Bachelors,2,0,1,167749.54,0
3356,28623062,660,Brisbane,Male,24,5,85089.3,Married,34409.94,Bachelors,1,1,1,71638,0
3357,28713621,687,Brisbane,Male,41,10,134318.21,Married,39920.93,Bachelors,2,1,1,198064.52,0
3358,28670668,658,Brisbane,Male,29,5,75395.53,Married,43411.21,Bachelors,2,0,1,54914.92,0
3359,28750638,705,Brisbane,Female,33,5,116765.7,Single,83745.14,Diploma,1,0,0,190659.17,1
3360,28747878,739,Melborne,Male,60,4,0,Divorced,54840.81,Masters,1,1,1,51637.67,0
3361,28726796,844,Perth,Male,38,7,111501.66,Married,51203.11,Bachelors,1,1,1,119333.38,0
3362,28754952,602,Brisbane,Female,48,7,76595.08,Single,29291.26,Bachelors,2,0,0,127095.14,0
3363,28652192,759,Perth,Female,33,9,160541.36,Single,29243.82,Bachelors,2,0,0,93541.14,0
3364,28681924,747,Brisbane,Male,38,2,129728.6,Married,36195.42,Bachelors,1,1,0,89289.54,0
3365,28763544,673,Perth,Male,47,1,0,Single,90961.96,Diploma,2,0,0,108762.16,0
3366,28764431,671,Melborne,Female,34,5,130929.02,Divorced,30064.56,Masters,4,1,1,28238.25,1
3367,28684010,640,Brisbane,Female,74,2,116800.25,Married,44000.66,Diploma,1,1,1,34130.43,0
3368,28648881,581,Brisbane,Male,40,0,101016.53,Divorced,90850.98,Bachelors,1,0,1,7926.35,1
3369,28733303,630,Perth,Male,67,5,0,Divorced,18150.94,Masters,2,1,1,27330.27,0
3370,28643294,703,Perth,Female,33,8,190566.65,Single,10350.46,Masters,1,1,1,79997.14,0
3371,28749905,698,Melborne,Female,47,6,0,Single,42122.53,Bachelors,1,1,0,50213.81,1
3372,28625175,742,Brisbane,Female,43,6,97067.69,Divorced,82595.56,Masters,1,0,1,60920.03,1
3373,28643967,652,Perth,Female,37,4,92208.54,Married,41670.22,Masters,1,0,1,197699.8,1
3374,28578251,644,Perth,Male,37,2,186347.97,Married,33417.34,Masters,2,1,0,92809.73,0
3375,28772573,735,Melborne,Male,55,2,103176.62,Divorced,90715.17,Bachelors,1,0,1,163516.16,0
3376,28733234,777,Perth,Female,58,4,0,Single,98516.11,Masters,1,1,1,62449.07,1
3377,28722882,644,Brisbane,Female,40,4,77270.08,Married,73713.22,Bachelors,2,1,1,115800.1,1
3378,28628219,665,Brisbane,Female,37,3,111911.63,Married,12776.38,Masters,1,1,1,110359.68,1
3379,28571302,529,Brisbane,Male,72,5,94216.05,Divorced,23714.01,Bachelors,1,1,1,78695.68,0
3380,28637178,803,Melborne,Female,45,7,0,Single,88856.12,Bachelors,2,1,1,128378.04,0
3381,28601184,604,Melborne,Female,26,3,0,Single,25358.42,Bachelors,2,1,0,155248.62,0
3382,28629511,738,Perth,Male,49,6,106770.82,Divorced,44638.51,Bachelors,1,1,0,123499.27,0
3383,28570629,655,Brisbane,Female,72,5,138089.97,Divorced,35931.93,Bachelors,2,1,1,99920.41,0
3384,28665766,698,Brisbane,Male,39,9,133191.19,Married,63603.39,Diploma,2,0,1,53289.49,0
3385,28693732,775,Perth,Female,66,9,0,Married,62789.56,Bachelors,2,1,1,67622.34,0
3386,28765982,735,Perth,Male,41,7,74135.85,Divorced,31653.42,Bachelors,1,1,1,11783.1,1
3387,28582016,766,Melborne,Male,41,6,99208.46,Single,43800.38,Diploma,2,1,0,62402.38,0
3388,28798024,537,Brisbane,Male,84,8,92242.34,Married,31563.44,Bachelors,1,1,1,186235.98,0
3389,28588622,599,Brisbane,Male,25,7,108380.72,Married,51365.18,Bachelors,1,1,1,79005.95,0
3390,28724863,420,Melborne,Female,55,4,91893.32,Married,72319.38,Masters,1,1,0,144870.28,1
3391,28618213,674,Perth,Female,32,7,85757.93,Married,30701.97,Masters,1,1,1,95481,0
3392,28780411,570,Perth,Female,46,3,0,Divorced,21359.73,Bachelors,2,0,0,820.46,0
3393,28725429,623,Brisbane,Male,33,8,96759.42,Divorced,65301.44,Bachelors,1,1,1,174777.98,0
3394,28600626,710,Perth,Male,30,6,0,Single,57112.3,Masters,2,1,1,8991.17,0
3395,28668460,466,Perth,Male,29,6,0,Single,16788.41,Bachelors,2,1,1,2797.27,0
3396,28576263,759,Perth,Female,22,5,0,Married,10713.77,Bachelors,1,1,0,22303.17,0
3397,28720354,581,Perth,Male,71,4,0,Single,59374.92,Bachelors,2,1,1,197562.08,0
3398,28691624,820,Perth,Male,33,2,132150.26,Single,45467.78,Bachelors,2,1,0,23067.97,0
3399,28793196,759,Perth,Male,41,9,0,Single,54037.07,Bachelors,2,0,1,190294.12,0
3400,28633352,628,Perth,Female,31,6,175443.75,Divorced,72028,Bachelors,1,1,0,113167.17,1
3401,28750874,676,Perth,Male,31,3,78990.15,Divorced,47541.71,Masters,1,1,1,124777.14,0
3402,28588923,591,Perth,Female,33,4,113743.37,Married,87819.32,Bachelors,1,1,0,124625.08,0
3403,28728745,690,Perth,Female,26,5,157624.84,Divorced,56249.59,Masters,1,1,1,49599.27,0
3404,28611800,624,Perth,Female,62,7,125163.62,Single,87376.8,Masters,2,1,1,151411.5,0
3405,28576928,573,Perth,Female,23,2,0,Married,52011.65,Diploma,1,1,0,122964.18,0
3406,28793693,694,Perth,Male,60,9,0,Married,25077.31,Bachelors,1,1,1,57088.97,0
3407,28581252,632,Melborne,Female,29,7,80922.75,Divorced,52796.85,Masters,1,1,0,7820.78,0
3408,28797760,632,Perth,Male,40,3,193354.86,Married,15487.66,Diploma,2,1,0,149188.41,0
3409,28790564,832,Brisbane,Female,40,9,107648.94,Divorced,99399.78,Diploma,2,1,1,134638.97,0
3410,28593736,598,Brisbane,Female,46,7,131769.04,Divorced,72953.59,Masters,1,0,0,184980.23,1
3411,28595937,430,Brisbane,Male,36,1,138992.48,Single,67495.14,Bachelors,2,0,0,122373.42,0
3412,28828628,711,Perth,Female,37,8,113899.92,Married,67138.15,Bachelors,1,0,0,80215.2,0
3413,28782802,582,Brisbane,Male,26,6,114450.32,Single,86711.45,Masters,1,1,1,14081.64,0
3414,28627412,605,Perth,Male,39,3,0,Divorced,39394.2,Bachelors,2,1,0,199390.45,0
3415,28734609,657,Perth,Female,37,2,0,Divorced,78140.66,Bachelors,2,1,1,7667.48,0
3416,28710689,578,Melborne,Male,40,6,63609.92,Single,8029.57,Diploma,1,0,0,74965.61,1
3417,28565806,532,Perth,Male,38,9,0,Divorced,87305.22,Bachelors,2,0,0,30583.95,0
3418,28828530,612,Perth,Female,42,10,75497.51,Divorced,12371.91,Bachelors,1,0,0,149682.78,0
3419,28632272,792,Perth,Female,42,2,0,Divorced,96168.94,Bachelors,2,1,0,92664.09,0
3420,28684103,674,Perth,Female,26,10,0,Divorced,76671.81,Diploma,2,1,1,138423.1,0
3421,28654519,680,Perth,Male,31,1,0,Divorced,16432.44,Diploma,2,1,1,3148.2,0
3422,28767722,593,Perth,Female,39,0,117704.73,Divorced,78611.95,Masters,1,1,0,197933.5,0
3423,28654346,679,Brisbane,Male,35,1,130463.55,Divorced,48069.24,Diploma,2,1,1,37341.17,0
3424,28660147,493,Melborne,Male,32,8,46161.18,Single,34931.68,Bachelors,1,1,1,79577.4,0
3425,28814998,688,Melborne,Male,42,5,0,Married,82509.96,Diploma,2,0,0,197602.29,0
3426,28802207,769,Brisbane,Male,43,4,110182.54,Divorced,64721.43,Masters,2,1,1,87537.32,0
3427,28658668,581,Melborne,Male,49,10,0,Divorced,68462.07,Bachelors,2,0,0,41623.59,0
3428,28728079,465,Perth,Male,41,9,117221.15,Married,8102.18,Diploma,1,1,0,168280.95,0
3429,28570360,641,Perth,Female,35,4,0,Single,65082.72,Bachelors,2,0,0,125986.18,0
3430,28674678,731,Brisbane,Female,43,9,79120.27,Divorced,78446.67,Bachelors,1,0,0,548.52,1
3431,28780925,625,Perth,Male,37,1,177069.24,Divorced,70319.53,Diploma,2,1,1,96088.54,0
3432,28688193,468,Perth,Male,36,3,61636.97,Divorced,29607.83,Masters,1,0,0,107787.42,0
3433,28778219,790,Perth,Male,26,5,0,Single,67688.15,Diploma,1,1,0,20510.79,0
3434,28696514,587,Brisbane,Female,37,6,104414.03,Single,73965.04,Bachelors,1,1,0,192026.02,0
3435,28712303,692,Perth,Male,66,4,159732.02,Divorced,43016.57,Masters,1,1,1,118188.15,0
3436,28719090,676,Brisbane,Female,34,4,89437.03,Single,25411.28,Masters,1,1,1,189540.95,0
3437,28735632,571,Perth,Male,41,8,0,Married,23199.92,Bachelors,1,1,1,63736.17,0
3438,28619436,700,Perth,Female,32,3,0,Divorced,67286.45,Bachelors,1,0,0,95740.37,0
3439,28722404,445,Perth,Female,30,3,0,Single,90234.94,Bachelors,2,1,1,127939.19,0
3440,28662063,746,Perth,Male,36,7,142400.77,Divorced,9967.39,Bachelors,1,1,1,193438.69,0
3441,28745605,722,Perth,Female,47,2,88011.4,Divorced,71969.32,Bachelors,1,1,1,90655.94,1
3442,28636658,596,Perth,Male,36,2,0,Single,76491.69,Diploma,2,1,1,12067.39,0
3443,28784130,850,Brisbane,Female,30,8,154870.28,Divorced,98265.99,Diploma,1,1,1,54191.38,0
3444,28606755,597,Melborne,Female,46,4,0,Divorced,41339.77,Bachelors,2,1,0,58667.16,1
3445,28801699,436,Melborne,Male,43,5,0,Single,61979.59,Diploma,2,1,1,35687.43,0
3446,28784097,660,Brisbane,Male,28,1,118402.25,Divorced,9221.1,Bachelors,2,1,0,14288.93,0
3447,28764654,649,Perth,Male,37,9,87374.88,Married,72041.51,Bachelors,2,1,1,247.36,0
3448,28612092,646,Brisbane,Male,32,8,105397.8,Divorced,94864.22,Diploma,1,1,0,78111.84,1
3449,28610903,560,Melborne,Female,31,5,125341.69,Married,56771.53,Bachelors,1,1,0,79547.39,0
3450,28705777,710,Brisbane,Male,49,10,129164.88,Divorced,16777.32,Bachelors,1,1,1,193266.72,0
3451,28661936,513,Perth,Male,40,3,141004.46,Divorced,44993.19,Bachelors,1,1,0,105028.46,0
3452,28700864,607,Perth,Female,21,0,0,Divorced,48154.3,Diploma,2,1,0,116106.52,0
3453,28722965,757,Perth,Male,57,3,89079.41,Single,30962.4,Diploma,1,1,1,53179.21,1
3454,28737521,619,Brisbane,Male,40,9,103604.31,Married,67314.13,Bachelors,2,0,0,140947.05,0
3455,28814465,612,Perth,Male,24,1,182705.05,Divorced,41568.47,Masters,1,1,1,171837.06,0
3456,28580988,842,Perth,Male,29,8,0,Married,6123.44,Masters,2,1,1,123437.05,0
3457,28789974,713,Perth,Male,33,6,94598.48,Married,57454.29,Bachelors,1,0,0,197519.66,1
3458,28713370,657,Melborne,Male,36,8,188241.05,Single,32803.53,Bachelors,2,0,0,183058.51,1
3459,28748673,770,Perth,Female,37,9,0,Married,33581.89,Bachelors,2,0,0,22710.72,0
3460,28754919,773,Perth,Female,40,10,0,Married,45566.12,Masters,2,0,1,69303.15,0
3461,28641662,470,Brisbane,Male,39,5,117469.91,Divorced,86634.05,Bachelors,2,0,0,63705.9,0
3462,28813422,781,Melborne,Male,35,4,80790.74,Single,98617.03,Bachelors,1,1,0,116429.51,0
3463,28713596,428,Perth,Female,62,1,107735.93,Single,24512.95,Masters,1,0,1,58381.77,0
3464,28791216,600,Brisbane,Male,43,8,133379.41,Single,26865.77,Bachelors,1,1,0,177378.66,1
3465,28689031,697,Melborne,Female,37,7,168066.87,Divorced,24422.25,Bachelors,1,1,0,35450.53,0
3466,28763704,692,Brisbane,Female,43,2,69014.49,Married,72447.19,Bachelors,2,0,0,164621.43,0
3467,28631339,791,Perth,Male,28,4,0,Married,80606.5,Bachelors,1,1,0,174435.48,0
3468,28772809,538,Brisbane,Female,42,1,98548.62,Single,94219.22,Diploma,2,0,1,94047.75,0
3469,28769586,820,Perth,Female,49,1,0,Single,97908.96,Bachelors,2,1,1,119087.25,0
3470,28656096,679,Melborne,Female,26,3,76554.06,Single,14947.62,Bachelors,1,1,1,184800.27,0
3471,28585280,649,Perth,Female,36,2,0,Single,18699.62,Masters,2,0,1,75035.48,0
3472,28743582,632,Perth,Female,27,3,107375.82,Married,54444.33,Masters,1,1,1,62703.38,0
3473,28761692,594,Perth,Male,40,9,122417.17,Married,35773.64,Bachelors,2,0,1,190882.69,0
3474,28627840,682,Perth,Female,42,0,0,Single,21186.21,Masters,1,0,1,91981.85,1
3475,28778861,720,Melborne,Male,33,6,97188.62,Divorced,7466.33,Masters,1,0,0,91881.29,0
3476,28770554,769,Perth,Male,31,4,61297.05,Married,76120.25,Diploma,2,1,1,7118.02,0
3477,28806956,746,Melborne,Male,30,1,112666.67,Single,62229.93,Masters,1,0,0,11710.4,1
3478,28701908,623,Melborne,Female,40,7,0,Single,68729.4,Bachelors,1,1,1,25904.12,0
3479,28736990,537,Perth,Male,28,3,157842.07,Divorced,60737.57,Bachelors,1,1,0,86911.49,0
3480,28743714,468,Perth,Male,46,7,91443.75,Single,40792.18,Diploma,1,1,0,10958.18,0
3481,28807993,588,Brisbane,Female,30,0,110148.49,Divorced,89325.55,Diploma,1,1,0,5790.9,1
3482,28644686,729,Melborne,Female,34,9,53299.96,Divorced,82850.35,Masters,2,1,1,42855.97,0
3483,28677377,543,Melborne,Male,37,3,0,Married,74652.69,Diploma,2,1,1,78915.68,0
3484,28626412,499,Melborne,Male,39,6,0,Divorced,91701.58,Bachelors,2,1,1,81409,0
3485,28643679,784,Brisbane,Male,28,2,70233.74,Divorced,32282.9,Diploma,2,1,1,179252.73,0
3486,28728456,604,Perth,Male,33,3,0,Married,7172.44,Bachelors,1,1,0,42171.13,1
3487,28630661,614,Melborne,Female,25,10,75212.28,Married,57314.4,Bachelors,1,1,0,58965.04,0
3488,28734044,671,Perth,Female,31,7,41299.03,Single,17675.27,Diploma,1,0,1,102681.32,0
3489,28705001,587,Melborne,Female,35,3,83286.56,Single,43653.87,Bachelors,1,1,0,125553.52,0
3490,28809817,593,Melborne,Male,43,10,0,Divorced,66718.78,Masters,2,0,0,53478.02,0
3491,28809137,453,Perth,Male,29,6,0,Divorced,69049.97,Bachelors,1,0,0,198376.02,1
3492,28752893,570,Brisbane,Male,35,6,85668.59,Married,67223.29,Bachelors,1,1,0,105525.36,0
3493,28626491,655,Perth,Female,45,7,57327.04,Divorced,44891.18,Masters,1,0,1,47349,0
3494,28765461,632,Melborne,Male,47,3,0,Married,30020.43,Masters,2,1,0,178822.32,0
3495,28568120,681,Perth,Female,37,7,69609.85,Divorced,24168.27,Bachelors,1,1,1,72127.83,0
3496,28787161,591,Brisbane,Male,46,4,129269.27,Single,57854.55,Diploma,1,1,0,163504.33,0
3497,28812324,779,Perth,Male,27,1,0,Married,28839.68,Masters,2,1,1,190623.02,0
3498,28588944,456,Perth,Female,63,1,165350.61,Married,64087.98,Diploma,2,0,0,140758.07,1
3499,28694253,686,Perth,Female,41,7,152105.57,Single,16783,Diploma,2,0,1,132374.41,0
3500,28759566,617,Perth,Male,74,10,0,Single,94551.93,Bachelors,2,1,1,53949.98,0
3501,28675675,850,Perth,Female,32,5,106290.64,Married,12517.56,Bachelors,1,1,0,121982.73,0
3502,28802060,646,Brisbane,Female,30,10,100548.67,Married,40069.32,Masters,2,0,0,136983.77,0
3503,28660505,735,Brisbane,Male,46,2,106344.95,Married,68382.13,Masters,1,1,0,114371.33,1
3504,28782630,543,Perth,Male,35,5,137482.19,Divorced,30145.25,Bachelors,1,0,0,62389.35,0
3505,28700710,490,Perth,Female,37,3,116465.53,Single,13107.7,Diploma,1,0,1,24435.77,0
3506,28742834,640,Perth,Male,45,1,0,Single,55790.82,Bachelors,1,1,1,10908.33,0
3507,28806511,445,Melborne,Male,45,10,0,Divorced,42761.71,Masters,2,0,1,90977.48,0
3508,28608166,761,Perth,Male,36,9,127637.92,Single,35413.63,Bachelors,1,1,1,81062.93,0
3509,28614230,426,Perth,Female,34,3,0,Single,29236.87,Bachelors,2,1,1,61230.83,0
3510,28729958,777,Perth,Male,37,1,0,Single,97526.25,Bachelors,1,1,1,126837.72,0
3511,28800814,534,Perth,Male,35,2,81951.74,Single,12789.52,Diploma,2,1,0,115668.53,0
3512,28674727,777,Perth,Female,42,5,147531.82,Single,78046.5,Diploma,1,1,1,38819.45,0
3513,28657779,806,Melborne,Male,18,3,0,Single,66542.83,Bachelors,2,1,1,86994.54,0
3514,28801395,790,Perth,Female,33,10,135120.72,Divorced,78279.79,Bachelors,1,0,0,195204.99,0
3515,28757911,643,Melborne,Female,32,2,0,Divorced,70240.26,Diploma,1,0,0,131301.74,0
3516,28665340,584,Melborne,Female,37,8,0,Married,34008.69,Bachelors,2,0,1,100835.19,0
3517,28787281,638,Perth,Female,34,7,0,Married,30196.94,Masters,2,1,1,198969.78,0
3518,28757821,771,Melborne,Male,18,1,0,Single,84958.85,Bachelors,2,0,0,41542.95,0
3519,28600688,600,Perth,Female,39,5,0,Married,29840.96,Diploma,2,0,0,118272.07,0
3520,28594878,661,Melborne,Female,41,5,28082.95,Married,74658.47,Bachelors,1,1,0,69586.27,1
